myanmar,mlcts,syllable_count,myanmar_syllables,mlcts_syllables
သပ်ကြောင်း,sapkraung:,2,သပ်|ကြောင်း,sap|kraung:
သပ်စီခုံး,sapcihkum:,3,သပ်|စီ|ခုံး,sap|ci|hkum:
သပ်ပင်း,sappang:,2,သပ်|ပင်း,sap|pang:
သပ္ပာယဖြစ်,sa.paya.hprac,4,သပ်|ပါ|ယ|ဖြစ်,sap|pa|ya.|hprac
သပ္ပာယ်,sa.pai,2,သပ်|ပါယ်,sap|pai
သပ္ပုရိသ,sa.pu.ri.sa.,4,သပ်|ပု|ရိ|သ,sap|pu.|ri.|sa.
သပ်ရပ်,saprap,2,သပ်|ရပ်,sap|rap
သပ်ရိုက်,sapruik,2,သပ်|ရိုက်,sap|ruik
သပ်လျှို,saphlyui,2,သပ်|လျှို,sap|hlyui
သဗ္ဗကြတ်,sa.ba.krat,3,သဗ်|ဗ|ကြတ်,sak|ba.|krat
သဗ္ဗညုတဉာဏ်,sa.ba.nyu.ta.nyak,5,သဗ်|ဗ|ညု|တ|ဉာဏ်,sak|ba.|nyu.|ta.|nyak
သဗ္ဗရနံပေါင်း,sa.ba.ra.nampaung:,5,သဗ်|ဗ|ရ|နံ|ပေါင်း,sak|ba.|ra.|nam|paung:
သမ္ပဒါနကာရက,sa.pa.dana.kara.ka.,7,သမ်|ပ|ဒါ|န|ကာ|ရ|က,sam|pa.|da|na.|ka|ra.|ka.
သမ္ပတ္တိ,sa.pa.ti.,3,သမ်|ပတ်|တိ,sam|pat|ti.
သမ္ပတ္တိစက်,sa.pa.ti.cak,4,သမ်|ပတ်|တိ|စက်,sam|pat|ti.|cak
သမ္ဖပ္ပလာပ,sa.hpa.pa.lapa.,5,သမ်|ဖပ်|ပ|လာ|ပ,sam|hpap|pa.|la|pa.
သမ္ဗန်,sa.ban,2,သမ်|ဗန်,sam|ban
သမ္ဗန္ဓ,sa.ba.dha.,3,သမ်|ဗန်|ဓ,sam|ban|dha.
သမ္ဘာ,sa.bha,2,သမ်|ဘာ,sam|bha
သမ္ဘာရပရိစ္ဆေဒ,sa.bhara.pa.ri.hceda.,7,သမ်|ဘာ|ရ|ပ|ရိစ်|ဆေ|ဒ,sam|bha|ra.|pa.|rac|hce|da.
သမ်ဘာရင့်,sambharang.,3,သမ်|ဘာ|ရင့်,sam|bha|rang.
သမ္မတ,sa.ma.ta.,3,သမ်|မ|တ,sam|ma.|ta.
သမ္မတနိုင်ငံ,sa.ma.ta.nuingngam,5,သမ်|မ|တ|နိုင်|ငံ,sam|ma.|ta.|nuing|ngam
သမ္မန်,sa.man,2,သမ်|မန်,sam|man
သမ္မန်စာ,sa.manca,3,သမ်|မန်|စာ,sam|man|ca
သမ္မာကျမ်း,sa.makyam:,3,သမ်|မာ|ကျမ်း,sam|ma|kyam:
သမ္မာဆန္ဒ,sa.mahca.da.,4,သမ်|မာ|ဆန်|ဒ,sam|ma|hcan|da.
သမ္မာဒေဝ,sa.madewa.,4,သမ်|မာ|ဒေ|ဝ,sam|ma|de|wa.
သမ္မာအာဇီဝ,sa.maajiwa.,5,သမ်|မာ|အာ|ဇီ|ဝ,sam|ma|a|ji|wa.
သမ္မုတိသစ္စာ,sa.mu.ti.sa.ca,5,သမ်|မု|တိ|သစ်|စာ,sam|mu.|ti.|sac|ca
သမ္မုတိသံဃာ,sa.mu.ti.samgha,5,သမ်|မု|တိ|သံ|ဃာ,sam|mu.|ti.|sam|gha
သမ်းဝေ,sam:we,2,သမ်း|ဝေ,sam:|we
သယ်ဆောင်,saihcaung,2,သယ်|ဆောင်,sai|hcaung
သယ်ပိုး,saipui:,2,သယ်|ပိုး,sai|pui:
သယ်ယူ,saiyu,2,သယ်|ယူ,sai|yu
သာကီဝင်,sakiwang,3,သာ|ကီ|ဝင်,sa|ki|wang
သာချင်း,sahkyang:,2,သာ|ချင်း,sa|hkyang:
သာခွာ,sahkwa,2,သာ|ခွာ,sa|hkwa
သာခွေယိုင်,sahkweyuing,3,သာ|ခွေ|ယိုင်,sa|hkwe|yuing
သာဂူ,sagu,2,သာ|ဂူ,sa|gu
သာတူညီမျှ,satunyihmya.,4,သာ|တူ|ညီ|မျှ,sa|tu|nyi|hmya.
သာဓက,sadha.ka.,3,သာ|ဓ|က,sa|dha.|ka.
သာဓု,sadhu.,2,သာ|ဓု,sa|dhu.
သာဓုကီဠန,sadhu.kila.na.,5,သာ|ဓု|ကီ|ဠ|န,sa|dhu.|ki|la.|na.
သာဓုခေါ်,sadhu.hkau,3,သာ|ဓု|ခေါ်,sa|dhu.|hkau
သာနိုး,sanui:,2,သာ|နိုး,sa|nui:
သာပေါင်းညာစား,sapaung:nyaca:,4,သာ|ပေါင်း|ညာ|စား,sa|paung:|nya|ca:
သာမည,sama.nya.,3,သာ|မ|ည,sa|ma.|nya.
သာမညောင်ည,sama.nyaungnya.,4,သာ|မ|ညောင်|ည,sa|ma.|nyaung|nya.
သာမဏေ,sama.ne,3,သာ|မ|ဏေ,sa|ma.|ne
သာမန်,saman,2,သာ|မန်,sa|man
သာမန်ကာလျှံကာ,samankahlyamka,5,သာ|မန်|ကာ|လျှံ|ကာ,sa|man|ka|hlyam|ka
သာမိကာရက,sami.kara.ka.,5,သာ|မိ|ကာ|ရ|က,sa|mi.|ka|ra.|ka.
သာမိုမီတာ,samuimita,4,သာ|မို|မီ|တာ,sa|mui|mi|ta
သာမှုနာမှု,sahmu.nahmu.,4,သာ|မှု|နာ|မှု,sa|hmu.|na|hmu.
သာယာ,saya,2,သာ|ယာ,sa|ya
သာယာစီး,sayaci:,3,သာ|ယာ|စီး,sa|ya|ci:
သာယာညင်းပျောင်း,sayanyang:pyaung:,4,သာ|ယာ|ညင်း|ပျောင်း,sa|ya|nyang:|pyaung:
သာယာဝတီဗျိုင်း,sayawa.tibyuing:,5,သာ|ယာ|ဝ|တီ|ဗျိုင်း,sa|ya|wa.|ti|byuing:
သာယာဝပြော,sayawa.prau:,4,သာ|ယာ|ဝ|ပြော,sa|ya|wa.|prau:
သာရကာ,sara.ka,3,သာ|ရ|ကာ,sa|ra.|ka
သာရေးနာရေး,sare:nare:,4,သာ|ရေး|နာ|ရေး,sa|re:|na|re:
သာလကာ,sala.ka,3,သာ|လ|ကာ,sa|la.|ka
သာလာယံ,salayam,3,သာ|လာ|ယံ,sa|la|yam
သာလိကာ,sali.ka,3,သာ|လိ|ကာ,sa|li.|ka
သာလူ,salu,2,သာ|လူ,sa|lu
သာလဲ,salai:,2,သာ|လဲ,sa|lai:
သာလျှင်,sahlyang,2,သာ|လျှင်,sa|hlyang
သာလွန်,salwan,2,သာ|လွန်,sa|lwan
သာဝက,sawa.ka.,3,သာ|ဝ|က,sa|wa.|ka.
သာသနာ,sasa.na,3,သာ|သ|နာ,sa|sa.|na
သာသနာတွင်း,sasa.natwang:,4,သာ|သ|နာ|တွင်း,sa|sa.|na|twang:
သာသနာနှစ်,sasa.nahnac,4,သာ|သ|နာ|နှစ်,sa|sa.|na|hnac
သာသနာပ,sasa.napa.,4,သာ|သ|နာ|ပ,sa|sa.|na|pa.
သာသနာပိုင်,sasa.napuing,4,သာ|သ|နာ|ပိုင်,sa|sa.|na|puing
သာသနာပြု,sasa.napru.,4,သာ|သ|နာ|ပြု,sa|sa.|na|pru.
သာသနာလျှောက်,sasa.nahlyauk,4,သာ|သ|နာ|လျှောက်,sa|sa.|na|hlyauk
သာသနာဝင်,sasa.nawang,4,သာ|သ|နာ|ဝင်,sa|sa.|na|wang
သာသနာ့မြေ,sasa.na.mre,4,သာ|သ|နာ့|မြေ,sa|sa.|na.|mre
သာသနာ့ရိပ်သာ,sasa.na.rip'sa,5,သာ|သ|နာ့|ရိပ်|သာ,sa|sa.|na.|rip'|sa
သာသနာ့ဝန်ထမ်း,sasa.na.wanhtam:,5,သာ|သ|နာ့|ဝန်|ထမ်း,sa|sa.|na.|wan|htam:
သာသနာ့အမွေ,sasa.na.a.mwe,5,သာ|သ|နာ့|အ|မွေ,sa|sa.|na.|a.|mwe
သာသာထိုးထိုး,sasahtui:htui:,4,သာ|သာ|ထိုး|ထိုး,sa|sa|htui:|htui:
သားကင်,sa:kang,2,သား|ကင်,sa:|kang
သားကောင်,sa:kaung,2,သား|ကောင်,sa:|kaung
သားကျ,sa:kya.,2,သား|ကျ,sa:|kya.
သားကျွေးမှုမယားကျွေးမှု,sa:kywe:hmu.ma.ya:kywe:hmu.,7,သား|ကျွေး|မှု|မ|ယား|ကျွေး|မှု,sa:|kywe:|hmu.|ma.|ya:|kywe:|hmu.
သားကြီးငါးကြီး,sa:kri:nga:kri:,4,သား|ကြီး|ငါး|ကြီး,sa:|kri:|nga:|kri:
သားကြီးမယားကြီး,sa:kri:ma.ya:kri:,5,သား|ကြီး|မ|ယား|ကြီး,sa:|kri:|ma.|ya:|kri:
သားကြီးဩရသ,sa:kri:au:ra.sa.,5,သား|ကြီး|ဩ|ရ|သ,sa:|kri:|au:|ra.|sa.
သားချင်း,sa:hkyang:,2,သား|ချင်း,sa:|hkyang:
သားခွဲ,sa:hkwai:,2,သား|ခွဲ,sa:|hkwai:
သားငယ်မယားငယ်,sa:ngaima.ya:ngai,5,သား|ငယ်|မ|ယား|ငယ်,sa:|ngai|ma.|ya:|ngai
သားငါး,sa:nga:,2,သား|ငါး,sa:|nga:
သားစဉ်မြေးဆက်,sa:canymre:hcak,4,သား|စဉ်|မြေး|ဆက်,sa:|cany|mre:|hcak
သားစပ်,sa:cap,2,သား|စပ်,sa:|cap
သားစာမယားစာ,sa:cama.ya:ca,5,သား|စာ|မ|ယား|စာ,sa:|ca|ma.|ya:|ca
သားစားတိရစ္ဆာန်,sa:ca:ti.ra.hcan,5,သား|စား|တိ|ရစ်|ဆာန်,sa:|ca:|ti.|rac|hcan
သားစိမ်းငါးစိမ်း,sa:cim:nga:cim:,4,သား|စိမ်း|ငါး|စိမ်း,sa:|cim:|nga:|cim:
သားတပည့်,sa:ta.pany.,3,သား|တ|ပည့်,sa:|ta.|pany.
သားတက်,sa:tak,2,သား|တက်,sa:|tak
သားတစ်,sa:tac,2,သား|တစ်,sa:|tac
သားထိုး,sa:htui:,2,သား|ထိုး,sa:|htui:
သားထိုး,sa:htui:,2,သား|ထိုး,sa:|htui:
သားထောက်မြေးခံ,sa:htaukmre:hkam,4,သား|ထောက်|မြေး|ခံ,sa:|htauk|mre:|hkam
သားထောက်သမီးခံ,sa:htauksa.mi:hkam,5,သား|ထောက်|သ|မီး|ခံ,sa:|htauk|sa.|mi:|hkam
သားနား,sa:na:,2,သား|နား,sa:|na:
သားနံရည်,sa:namrany,3,သား|နံ|ရည်,sa:|nam|rany
သားနံရည်,sa:namrany,3,သား|နံ|ရည်,sa:|nam|rany
သားပိုက်ကောင်,sa:puikkaung,3,သား|ပိုက်|ကောင်,sa:|puik|kaung
သားပုပ်လေလွင့်,sa:puplelwang.,4,သား|ပုပ်|လေ|လွင့်,sa:|pup|le|lwang.
သားပျက်,sa:pyak,2,သား|ပျက်,sa:|pyak
သားပျိုသမီးပျို,sa:pyuisa.mi:pyui,5,သား|ပျို|သ|မီး|ပျို,sa:|pyui|sa.|mi:|pyui
သားပြောမယားပြော,sa:prau:ma.ya:prau:,5,သား|ပြော|မ|ယား|ပြော,sa:|prau:|ma.|ya:|prau:
သားပြွမ်းထမင်း,sa:prwam:hta.mang:,4,သား|ပြွမ်း|ထ|မင်း,sa:|prwam:|hta.|mang:
သားဖောက်,sa:hpauk,2,သား|ဖောက်,sa:|hpauk
သားဖွား,sa:hpwa:,2,သား|ဖွား,sa:|hpwa:
သားဖွားခန်း,sa:hpwa:hkan:,3,သား|ဖွား|ခန်း,sa:|hpwa:|hkan:
သားမယား,sa:ma.ya:,3,သား|မ|ယား,sa:|ma.|ya:
သားမင်း,sa:mang:,2,သား|မင်း,sa:|mang:
သားမြတ်,sa:mrat,2,သား|မြတ်,sa:|mrat
သားမြတ်,sa:mrat,2,သား|မြတ်,sa:|mrat
သားမြီးယပ်,sa:mri:yap,3,သား|မြီး|ယပ်,sa:|mri:|yap
သားမွေး,sa:mwe:,2,သား|မွေး,sa:|mwe:
သားမှတ်မှတ်မယားမှတ်မှတ်,sa:hmathmatma.ya:hmathmat,7,သား|မှတ်|မှတ်|မ|ယား|မှတ်|မှတ်,sa:|hmat|hmat|ma.|ya:|hmat|hmat
သားယောက်ျား,sa:yauka:,2,သား|ယောက်ျား,sa:|yauka:
သားရေ,sa:re,2,သား|ရေ,sa:|re
သားရေကျက်,sa:rekyak,3,သား|ရေ|ကျက်,sa:|re|kyak
သားရေကြိုး,sa:rekrui:,3,သား|ရေ|ကြိုး,sa:|re|krui:
သားရေကွင်းပစ်,sa:rekwang:pac,4,သား|ရေ|ကွင်း|ပစ်,sa:|re|kwang:|pac
သားရေစိမ်း,sa:recim:,3,သား|ရေ|စိမ်း,sa:|re|cim:
သားရေတု,sa:retu.,3,သား|ရေ|တု,sa:|re|tu.
သားရေနယ်,sa:renai,3,သား|ရေ|နယ်,sa:|re|nai
သားရေနွယ်,sa:renwai,3,သား|ရေ|နွယ်,sa:|re|nwai
သားရေပတ်ကြိုး,sa:repatkrui:,4,သား|ရေ|ပတ်|ကြိုး,sa:|re|pat|krui:
သားရေသေတ္တာ,sa:reseta,4,သား|ရေ|သေတ်|တာ,sa:|re|sat|ta
သားရေအိတ်,sa:reit,3,သား|ရေ|အိတ်,sa:|re|it
သားရေးသမီးရေး,sa:re:sa.mi:re:,5,သား|ရေး|သ|မီး|ရေး,sa:|re:|sa.|mi:|re:
သားရဲတိရစ္ဆာန်,sa:rai:ti.ra.hcan,5,သား|ရဲ|တိ|ရစ်|ဆာန်,sa:|rai:|ti.|rac|hcan
သားရဲတွင်း,sa:rai:twang:,3,သား|ရဲ|တွင်း,sa:|rai:|twang:
သားလမ်း,sa:lam:,2,သား|လမ်း,sa:|lam:
သားလောင်း,sa:laung:,2,သား|လောင်း,sa:|laung:
သားလျှော,sa:hlyau:,2,သား|လျှော,sa:|hlyau:
သားလှီးဓား,sa:hli:dha:,3,သား|လှီး|ဓား,sa:|hli:|dha:
သားသမက်,sa:sa.mak,3,သား|သ|မက်,sa:|sa.|mak
သားသမီး,sa:sa.mi:,3,သား|သ|မီး,sa:|sa.|mi:
သားသမီးဝတ်,sa:sa.mi:wat,4,သား|သ|မီး|ဝတ်,sa:|sa.|mi:|wat
သားသည်အမေ,sa:sanya.me,4,သား|သည်|အ|မေ,sa:|sany|a.|me
သားသတ်ရုံ,sa:satrum,3,သား|သတ်|ရုံ,sa:|sat|rum
သားအဖ,sa:a.hpa.,3,သား|အ|ဖ,sa:|a.|hpa.
သားအမိ,sa:a.mi.,3,သား|အ|မိ,sa:|a.|mi.
သားအိမ်,sa:im,2,သား|အိမ်,sa:|im
သားအုပ်မ,sa:upma.,3,သား|အုပ်|မ,sa:|up|ma.
သားဦး,sa:,2,သား|ဦး,sa:|u
သိကျွမ်း,si.kywam:,2,သိ|ကျွမ်း,si.|kywam:
သိကြား,si.kra:,2,သိ|ကြား,si.|kra:
သိကြားပေါက်,si.kra:pauk,3,သိ|ကြား|ပေါက်,si.|kra:|pauk
သိကြားမင်း,si.kra:mang:,3,သိ|ကြား|မင်း,si.|kra:|mang:
သိကြားရေစင်,si.kra:recang,4,သိ|ကြား|ရေ|စင်,si.|kra:|re|cang
သိစိတ်,si.cit,2,သိ|စိတ်,si.|cit
သိတတ်,si.tat,2,သိ|တတ်,si.|tat
သိထိလအက္ခရာ,si.hti.la.a.hka.ra,6,သိ|ထိ|လ|အက်|ခ|ရာ,si.|hti.|la.|ak|hka.|ra
သိမီ,si.mi,2,သိ|မီ,si.|mi
သိမြင်,si.mrang,2,သိ|မြင်,si.|mrang
သိရှိ,si.hri.,2,သိ|ရှိ,si.|hri.
သိလေသဂုဏ်,si.lesa.gun,4,သိ|လေ|သ|ဂုဏ်,si.|le|sa.|gun
သိသာ,si.sa,2,သိ|သာ,si.|sa
သိသိကြေ,si.si.kre,3,သိ|သိ|ကြေ,si.|si.|kre
သိသိညက်ညက်,si.si.nyaknyak,4,သိ|သိ|ညက်|ညက်,si.|si.|nyak|nyak
သိဝ,si.wa.,2,သိ|ဝ,si.|wa.
သိက္ခာ,si.hka,2,သိက်|ခါ,si.|hka
သိက္ခာကျ,si.hkakya.,3,သိက်|ခါ|ကျ,si.|hka|kya.
သိက္ခာချ,si.hkahkya.,3,သိက်|ခါ|ချ,si.|hka|hkya.
သိက္ခာတင်,si.hkatang,3,သိက်|ခါ|တင်,si.|hka|tang
သိက္ခာတော်ရ,si.hkataura.,4,သိက်|ခါ|တော်|ရ,si.|hka|tau|ra.
သိက္ခာထပ်,si.hkahtap,3,သိက်|ခါ|ထပ်,si.|hka|htap
သိက္ခာပုဒ်,si.hkapu.,3,သိက်|ခါ|ပုဒ်,si.|hka|pu.
သိက္ခာမဲ့,si.hkamai.,3,သိက်|ခါ|မဲ့,si.|hka|mai.
သိက္ခာရှိ,si.hkahri.,3,သိက်|ခါ|ရှိ,si.|hka|hri.
သိင်္ဂနိက်ရွှေ,sangga.ni.hrwe,4,သိင်|ဂ|နိက်|ရွှေ,sang|ga.|ni.|hrwe
သိင်္ဂါရရသ,sanggara.ra.sa.,5,သိင်|ဂါ|ရ|ရ|သ,sang|ga|ra.|ra.|sa.
သိင်္ဂါသံ,sanggasam,3,သိင်|ဂါ|သံ,sang|ga|sam
သိင်္ဂီ,sanggi,2,သိင်|ဂီ,sang|gi
သိဉ္ဇိုး,si.jui:,2,သိဉ်|ဇိုး,sany|jui:
သိဒ္ဓိ,si.dhi.,2,သိဒ်|ဓိ,si.|dhi.
သိဒ္ဓိတင်,si.dhi.tang,3,သိဒ်|ဓိ|တင်,si.|dhi.|tang
သိဒ္ဓိပေါက်,si.dhi.pauk,3,သိဒ်|ဓိ|ပေါက်,si.|dhi.|pauk
သိန်ဆည်,sinhcany,2,သိန်|ဆည်,sin|hcany
သိန္ဓောဆား,si.dhau:hca:,3,သိန်|ဓော|ဆား,sin|dhau:|hca:
သိန္ဓောမြင်း,si.dhau:mrang:,3,သိန်|ဓော|မြင်း,sin|dhau:|mrang:
သိန်သရေ,sinsa.re,3,သိန်|သ|ရေ,sin|sa.|re
သိန်းထီ,sin:hti,2,သိန်း|ထီ,sin:|hti
သိန်းပေါ,sin:pau:,2,သိန်း|ပေါ,sin:|pau:
သိပ္ပံ,si.pam,2,သိပ်|ပံ,sip'|pam
သိပ္ပံထယ်,si.pamhtai,3,သိပ်|ပံ|ထယ်,sip'|pam|htai
သိပ္ပံနည်းကျ,si.pamnany:kya.,4,သိပ်|ပံ|နည်း|ကျ,sip'|pam|nany:|kya.
သိပ်သည်း,sip'sany:,2,သိပ်|သည်း,sip'|sany:
သိမ့်သိမ့်တုန်,sim.sim.tun,3,သိမ့်|သိမ့်|တုန်,sim.|sim.|tun
သိမ်ငယ်,simngai,2,သိမ်|ငယ်,sim|ngai
သိမ်ဖျင်း,simhpyang:,2,သိမ်|ဖျင်း,sim|hpyang:
သိမ်မွေ့,simmwe.,2,သိမ်|မွေ့,sim|mwe.
သိမ်ဝင်,simwang,2,သိမ်|ဝင်,sim|wang
သိမ်သမုတ်,simsa.mut,3,သိမ်|သ|မုတ်,sim|sa.|mut
သိမ်းကျုံး,sim:kyum:,2,သိမ်း|ကျုံး,sim:|kyum:
သိမ်းဆည်း,sim:hcany:,2,သိမ်း|ဆည်း,sim:|hcany:
သိမ်းထုပ်,sim:htup,2,သိမ်း|ထုပ်,sim:|htup
သိမ်းပကား,sim:pa.ka:,3,သိမ်း|ပ|ကား,sim:|pa.|ka:
သိမ်းပိုက်,sim:puik,2,သိမ်း|ပိုက်,sim:|puik
သိမ်းပြည်း,sim:prany:,2,သိမ်း|ပြည်း,sim:|prany:
သိမ်းမြန်း,sim:mran:,2,သိမ်း|မြန်း,sim:|mran:
သိမ်းယူ,sim:yu,2,သိမ်း|ယူ,sim:|yu
သိမ်းရုံး,sim:rum:,2,သိမ်း|ရုံး,sim:|rum:
သိမ်းသွင်း,sim:swang:,2,သိမ်း|သွင်း,sim:|swang:
သိုမှီး,suihmi:,2,သို|မှီး,sui|hmi:
သိုရင်းအင်္ကျီ,suirang:angkyi,4,သို|ရင်း|အင်|ကျီ,sui|rang:|ang|kyi
သိုရုံးကြိုး,suirum:krui:,3,သို|ရုံး|ကြိုး,sui|rum:|krui:
သိုလှောင်,suihlaung,2,သို|လှောင်,sui|hlaung
သိုသိပ်,suisip',2,သို|သိပ်,sui|sip'
သိုက်စာ,suikca,2,သိုက်|စာ,suik|ca
သိုက်တူး,suiktu:,2,သိုက်|တူး,suik|tu:
သိုက်မြိုက်,suikmruik,2,သိုက်|မြိုက်,suik|mruik
သိုက်မြုံ,suikmrum,2,သိုက်|မြုံ,suik|mrum
သိုက်ဝါး,suikwa:,2,သိုက်|ဝါး,suik|wa:
သိုက်သိုက်ဝန်းဝန်း,suiksuikwan:wan:,4,သိုက်|သိုက်|ဝန်း|ဝန်း,suik|suik|wan:|wan:
သိုင်းကြိမ်,suing:krim,2,သိုင်း|ကြိမ်,suing:|krim
သိုင်းကြိုး,suing:krui:,2,သိုင်း|ကြိုး,suing:|krui:
သိုင်းကွက်,suing:kwak,2,သိုင်း|ကွက်,suing:|kwak
သိုင်းဝိုင်း,suing:uing:,2,သိုင်း|ဝိုင်း,suing:|uing:
သို့ကတည်း,sui.ka.tany:,3,သို့|က|တည်း,sui.|ka.|tany:
